0.000000 0.000000 
0.010011 0.364126 
0.020022 1.031915 
0.030033 2.976097 
0.040044 5.575603 
0.050055 7.611436 
0.060066 10.283083 
0.070077 13.405034 
0.080088 15.184650 
0.090099 18.808936 
0.100110 21.217564 
0.110121 25.342814 
0.120132 30.097654 
0.130143 33.358936 
0.140154 37.096853 
0.150165 41.185633 
0.160176 46.104688 
0.170187 49.951134 
0.180198 54.379705 
0.190209 59.577508 
0.200220 64.553999 
0.210231 69.428936 
0.220242 74.955388 
0.230253 79.513642 
0.240264 85.160984 
0.250275 89.477884 
0.260286 94.055913 
0.270297 100.422909 
0.280308 105.551235 
0.290319 117.228936 
0.300330 123.297084 
0.310341 128.492220 
0.320352 134.642087 
0.330363 140.229581 
0.340374 146.056831 
0.350385 152.421663 
0.360396 157.932720 
0.370407 164.841244 
0.380418 171.297585 
0.390429 178.023936 
0.400440 182.876209 
0.410451 189.676209 
0.420463 197.059384 
0.430474 203.569989 
0.440485 210.888067 
0.450496 216.323539 
0.460507 224.322849 
0.470518 230.103482 
0.480529 236.660047 
0.490540 243.873074 
0.500551 250.660564 
0.510562 254.638298 
0.520573 261.197717 
0.530584 267.373426 
0.540595 274.116678 
0.550606 279.735143 
0.560617 282.083719 
0.570628 289.852640 
0.580639 298.198936 
0.590650 304.857269 
0.600661 308.569989 
0.610672 316.456629 
0.630694 328.148936 
0.640705 334.926714 
0.650716 338.302782 
0.670738 353.148936 
0.680749 360.607269 
0.690760 362.926714 
0.700771 370.415603 
0.710782 379.408195 
0.720793 386.148936 
0.730804 394.798936 
0.740815 400.921663 
0.750826 407.398936 
0.760837 415.648936 
0.780859 299.794098 
0.790870 307.067303 
0.800881 419.517357 
0.810892 452.795995 
0.820903 457.909806 
0.830914 467.815603 
0.840925 473.330754 
0.850936 478.536033 
0.860947 489.694391 
0.880969 500.148936 
0.890980 511.727884 
0.900991 517.019904 
0.911002 522.012573 
0.931024 537.207760 
0.941035 549.815603 
0.951046 549.934650 
0.961057 559.482270 
0.971068 569.836436 
0.981079 575.863222 
0.991090 583.192414 
1.001101 587.459281 
1.011112 602.093381 
1.021123 608.379705 
1.031134 614.311727 
1.041145 623.952215 
1.051156 632.134852 
1.061167 639.108936 
1.071178 648.561436 
1.081189 654.723010 
1.091200 663.939259 
1.101211 670.873074 
1.111222 678.672746 
1.121233 687.328423 
