0.000000 -56.494812 
0.010011 -50.195566 
0.020022 -43.896321 
0.030033 -37.597075 
0.040044 -31.297830 
0.050055 -24.998584 
0.060066 -18.699339 
0.070077 -12.400093 
0.080088 -6.100848 
0.090099 0.198398 
0.100110 6.497643 
0.110121 12.796889 
0.120132 19.096134 
0.130143 25.395379 
0.140154 31.694626 
0.150165 37.993871 
0.160176 44.293116 
0.170187 50.592362 
0.180198 56.891607 
0.190209 63.190853 
0.200220 69.490098 
0.210231 75.789344 
0.220242 82.088589 
0.230253 88.387835 
0.240264 94.687080 
0.250275 100.986326 
0.260286 107.285571 
0.270297 113.584817 
0.280308 119.884062 
0.290319 126.183308 
0.300330 132.482553 
0.310341 138.781799 
0.320352 145.081045 
0.330363 151.380290 
0.340374 157.679535 
0.350385 163.978781 
0.360396 170.278026 
0.370407 176.577272 
0.380418 182.876517 
0.390429 189.175763 
0.400440 195.475009 
0.410451 201.774254 
0.420463 208.073499 
0.430474 214.372745 
0.440485 220.671990 
0.450496 226.971236 
0.460507 233.270481 
0.470518 239.569727 
0.480529 245.868972 
0.490540 252.168218 
0.500551 258.467464 
0.510562 264.766709 
0.520573 271.065954 
0.530584 277.365200 
0.540595 283.664445 
0.550606 289.963691 
0.560617 296.262936 
0.570628 302.562182 
0.580639 308.861428 
0.590650 315.160673 
0.600661 321.459919 
0.610672 327.759164 
0.630694 340.357655 
0.640705 346.656900 
0.650716 352.956146 
0.670738 365.554637 
0.680749 371.853883 
0.690760 378.153128 
0.700771 384.452373 
0.710782 390.751619 
0.720793 397.050864 
0.730804 403.350110 
0.740815 409.649355 
0.750826 415.948601 
0.760837 422.247847 
0.780859 434.846338 
0.790870 441.145583 
0.800881 447.444828 
0.810892 453.744074 
0.820903 460.043319 
0.830914 466.342565 
0.840925 472.641811 
0.850936 478.941056 
0.860947 485.240302 
0.880969 497.838792 
0.890980 504.138038 
0.900991 510.437283 
0.911002 516.736529 
0.931024 529.335020 
0.941035 535.634266 
0.951046 541.933511 
0.961057 548.232757 
0.971068 554.532002 
0.981079 560.831247 
0.991090 567.130493 
1.001101 573.429738 
1.011112 579.728984 
1.021123 586.028230 
1.031134 592.327475 
1.041145 598.626721 
1.051156 604.925966 
1.061167 611.225212 
1.071178 617.524457 
1.081189 623.823702 
1.091200 630.122948 
1.101211 636.422193 
1.111222 642.721439 
1.121233 649.020685 
